,,,Resultant Columns to be filled with web scraping,,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1393,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL926,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1385840,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1729,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL976,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1113,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL189,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL128,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL15245,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL631,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL516,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL434,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL191,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1200633,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL404,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1483,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL30008,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL269732,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1460,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL597,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL716,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL14,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL584,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL115,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL94,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL12131,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL723,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL93,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL547,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1491,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL564,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL659,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1544,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL686,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL728,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL19224,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL21,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL490,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL72,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL493,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL114,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL192,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL80,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL50588,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL643,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL296419,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1405,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL334255,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL141,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1428,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1467,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL443,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL715,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL49,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL841,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL481,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL57,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL445,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL19215,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL163,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1503,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL567,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL23,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL122,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL595,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL479,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL822,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL139,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL6437,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL415,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL629,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL95,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL177,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL633,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1064,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL41,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL17157,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL84,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL808,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1741,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL12,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL182,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL121,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL496,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL20,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL563,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL90555,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL727,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL964,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL88,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL567597,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1751,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL527,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL310555,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL529,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL388590,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL254219,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL998,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL221753,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL64,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL45,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1554,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1433,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL991,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL222863,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL178,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL193,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL1425,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL9514,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL71,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL184,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL83,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL219916,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL160,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL6966,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL866,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL42,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL917,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL103,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL12089,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL129,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL61,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL118,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL521,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL532,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL9,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL123292,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL64391,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL6,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL58,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL91,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL107,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL54,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL559147,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL267345,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL104,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL185,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL44,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL8,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL157101,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL10,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL3545252,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL888,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL11359,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL428647,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL803,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL159,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL38,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL553025,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL105,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL34259,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL65,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL413,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL44657,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL53463,,,,,
CHEMBL4015,C-C chemokine receptor type 2,P41597,2934,CHEMBL941,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3890539,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3093600,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3673991,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3892242,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL590090,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3236953,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3675663,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1668890,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3099119,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL369330,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1080341,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3342996,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3986637,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3342997,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL260727,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2048203,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL589576,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1668899,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3338110,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL603658,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1081938,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1079844,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2048200,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL605357,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3343123,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3916703,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2391523,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3900940,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1689113,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL562339,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3675667,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3093604,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL409524,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2048165,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3099124,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3680654,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1088285,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3929943,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2023659,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3902811,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3973298,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3955572,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3099130,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL217352,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1086857,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1080393,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3892411,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1080560,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL592780,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3343115,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3916679,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3775546,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL583453,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1933766,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1951563,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1951564,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1933768,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL570005,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1950878,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1941122,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3338123,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1951556,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2205145,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2011454,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3338152,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2203299,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3287085,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2387694,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL3287083,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2204487,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1941126,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1643787,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL559044,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1081534,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL560279,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1917586,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1684721,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1917579,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1917593,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL196707,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2386067,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1917448,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL556849,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL564845,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL411315,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL561539,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL245908,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL560993,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL1917389,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2385905,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2386080,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL589835,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2385906,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2442750,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL2386077,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL591519,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL18797,,,,,
CHEMBL5071,G protein-coupled receptor 44,Q9Y5Y4,2889,CHEMBL6,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL2016597,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL3906056,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL239876,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL4077381,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL3964377,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL3740494,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL3741222,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL3741092,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL3741364,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL2315815,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL117031,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL323617,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL118508,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL117007,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL119239,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL2315819,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL325198,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL118068,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL514302,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL516035,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL473360,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL224799,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL1779916,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL224853,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL211006,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL187588,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL186921,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL196149,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL116981,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL366181,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL473563,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL1511839,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL377828,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL332667,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL475253,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL210785,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL208648,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL2409891,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL3401388,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL3359854,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL3360360,,,,,
CHEMBL4333,Sphingosine 1-phosphate receptor Edg-1,P21453,2842,CHEMBL1916559,,,,,
